time;H_sun;temp;wind_speed
20200821:0010;0.0;22.91;0.69
20200821:0110;0.0;22.34;0.76
20200821:0210;0.0;21.71;0.97
20200821:0310;0.0;21.33;0.97
20200821:0410;0.0;21.15;0.9
20200821:0510;7.7;21.08;0.83
20200821:0610;18.68;22.18;0.41
20200821:0710;29.64;26.14;0.07
20200821:0810;40.16;28.58;0.14
20200821:0910;49.55;30.46;0.41
20200821:1010;56.62;31.89;0.76
20200821:1110;59.53;33.02;0.69
20200821:1210;57.11;34.0;0.83
20200821:1310;50.36;34.65;1.1
20200821:1410;41.13;34.86;1.59
20200821:1510;30.69;34.39;2.07
20200821:1610;19.75;33.09;2.48
20200821:1710;8.75;31.16;2.14
20200821:1810;0.0;28.92;1.52
20200821:1910;0.0;27.23;1.24
20200821:2010;0.0;25.55;1.1
20200821:2110;0.0;24.34;0.97
20200821:2210;0.0;23.76;0.9
20200821:2310;0.0;23.54;0.83
20200822:0010;0.0;23.33;0.83
20200822:0110;0.0;23.02;0.83
20200822:0210;0.0;22.58;0.9
20200822:0310;0.0;22.27;0.83
20200822:0410;0.0;21.97;0.69
20200822:0510;7.52;21.68;0.83
20200822:0610;18.51;22.82;0.48
20200822:0710;29.46;26.07;0.69
20200822:0810;39.96;28.63;1.03
20200822:0910;49.32;30.73;1.45
20200822:1010;56.33;32.38;1.72
20200822:1110;59.19;33.62;2.07
20200822:1210;56.77;34.33;2.41
20200822:1310;50.05;34.52;2.69
20200822:1410;40.84;34.09;2.83
20200822:1510;30.41;33.09;2.76
20200822:1610;19.48;31.77;2.48
20200822:1710;8.48;30.13;1.93
20200822:1810;0.0;28.27;1.45
20200822:1910;0.0;26.51;1.1
20200822:2010;0.0;24.93;0.9
20200822:2110;0.0;23.85;0.69
20200822:2210;0.0;23.49;0.62
20200822:2310;0.0;22.92;0.55
20200823:0010;0.0;22.38;0.55
20200823:0110;0.0;21.97;0.55
20200823:0210;0.0;21.44;0.76
20200823:0310;0.0;21.11;0.83
20200823:0410;0.0;21.06;0.76
20200823:0510;7.34;20.99;0.69
20200823:0610;18.33;21.67;0.34
20200823:0710;29.28;25.32;0.48
20200823:0810;39.76;27.68;1.03
20200823:0910;49.08;29.59;1.31
20200823:1010;56.04;31.23;1.24
20200823:1110;58.86;32.61;1.24
20200823:1210;56.44;33.49;1.31
20200823:1310;49.74;33.87;1.45
20200823:1410;40.55;33.83;1.66
20200823:1510;30.14;33.32;2.07
20200823:1610;19.21;32.23;2.41
20200823:1710;8.21;30.78;2.34
20200823:1810;0.0;29.02;1.93
20200823:1910;0.0;26.89;1.66
20200823:2010;0.0;25.6;1.59
20200823:2110;0.0;24.55;1.38
20200823:2210;0.0;23.62;0.97
20200823:2310;0.0;23.37;0.28
20200824:0010;0.0;22.87;0.55
20200824:0110;0.0;22.69;0.34
20200824:0210;0.0;22.32;0.0
20200824:0310;0.0;21.93;0.0
20200824:0410;0.0;21.41;0.07
20200824:0510;7.16;20.98;0.0
20200824:0610;18.16;22.05;0.07
20200824:0710;29.1;23.15;0.48
20200824:0810;39.55;23.57;0.28
20200824:0910;48.84;24.47;0.0
20200824:1010;55.74;26.94;0.41
20200824:1110;58.52;29.03;1.1
20200824:1210;56.09;30.32;1.66
20200824:1310;49.42;31.01;1.86
20200824:1410;40.25;30.91;1.79
20200824:1510;29.85;29.83;1.31
20200824:1610;18.93;28.6;1.59
20200824:1710;7.93;27.0;2.0
20200824:1810;0.0;25.37;1.52
20200824:1910;0.0;24.7;0.21
20200824:2010;0.0;23.8;0.21
20200824:2110;0.0;22.86;0.41
20200824:2210;0.0;22.31;0.48
20200824:2310;0.0;21.64;0.55
20200825:0010;0.0;20.82;0.69
20200825:0110;0.0;20.29;0.76
20200825:0210;0.0;20.0;0.76
20200825:0310;0.0;19.29;0.97
20200825:0410;0.0;18.72;1.1
20200825:0510;6.99;18.3;1.17
20200825:0610;17.99;20.46;1.03
20200825:0710;28.92;22.44;1.38
20200825:0810;39.35;24.29;1.59
20200825:0910;48.59;26.4;1.59
20200825:1010;55.45;28.24;1.52
20200825:1110;58.18;29.64;1.59
20200825:1210;55.75;30.6;1.86
20200825:1310;49.09;31.19;2.07
20200825:1410;39.95;31.34;2.21
20200825:1510;29.57;31.15;2.28
20200825:1610;18.65;30.44;2.14
20200825:1710;7.65;29.45;1.79
20200825:1810;0.0;27.76;1.59
20200825:1910;0.0;26.23;1.1
20200825:2010;0.0;25.28;0.62
20200825:2110;0.0;24.86;0.28
20200825:2210;0.0;24.14;0.21
20200825:2310;0.0;23.33;0.21
20200826:0010;0.0;22.63;0.28
20200826:0110;0.0;22.03;0.28
20200826:0210;0.0;21.49;0.41
20200826:0310;0.0;20.76;0.55
20200826:0410;0.0;20.05;0.55
20200826:0510;6.81;19.71;0.62
20200826:0610;17.81;20.31;0.34
20200826:0710;28.73;24.22;0.14
20200826:0810;39.15;26.37;0.55
20200826:0910;48.35;28.16;1.03
20200826:1010;55.15;29.63;1.45
20200826:1110;57.83;30.82;1.86
20200826:1210;55.4;31.59;2.14
20200826:1310;48.77;31.94;2.34
20200826:1410;39.65;31.92;2.41
20200826:1510;29.28;31.4;2.48
20200826:1610;18.37;30.4;2.41
20200826:1710;7.36;28.95;2.07
20200826:1810;0.0;27.07;1.79
20200826:1910;0.0;25.57;1.31
20200826:2010;0.0;24.05;1.24
20200826:2110;0.0;22.63;1.17
20200826:2210;0.0;21.44;1.24
20200826:2310;0.0;20.51;1.24
20200827:0010;0.0;19.8;1.31
20200827:0110;0.0;19.33;1.24
20200827:0210;0.0;18.9;1.31
20200827:0310;0.0;18.63;1.24
20200827:0410;0.0;18.39;1.17
20200827:0510;6.63;18.41;1.1
20200827:0610;17.63;20.35;0.62
20200827:0710;28.55;23.32;0.76
20200827:0810;38.94;25.97;0.69
20200827:0910;48.1;28.27;1.03
20200827:1010;54.84;29.94;1.59
20200827:1110;57.49;31.07;2.0
20200827:1210;55.04;31.82;2.34
20200827:1310;48.43;32.15;2.62
20200827:1410;39.34;32.04;2.83
20200827:1510;28.99;31.48;2.76
20200827:1610;18.08;30.33;2.69
20200827:1710;7.07;28.6;2.41
20200827:1810;0.0;26.65;2.21
20200827:1910;0.0;24.59;2.14
20200827:2010;0.0;23.5;1.59
20200827:2110;0.0;22.6;1.31
20200827:2210;0.0;21.8;1.17
20200827:2310;0.0;21.03;1.17
20200828:0010;0.0;20.36;1.17
20200828:0110;0.0;19.82;1.24
20200828:0210;0.0;19.44;1.17
20200828:0310;0.0;19.17;1.17
20200828:0410;0.0;18.88;1.17
20200828:0510;6.45;18.61;1.17
20200828:0610;17.46;20.67;0.83
20200828:0710;28.36;23.81;1.59
20200828:0810;38.73;25.86;2.07
20200828:0910;47.85;27.82;2.21
20200828:1010;54.54;29.54;2.28
20200828:1110;57.13;30.86;2.48
20200828:1210;54.69;31.57;2.76
20200828:1310;48.1;31.43;2.97
20200828:1410;39.03;30.88;3.17
20200828:1510;28.69;29.83;2.97
20200828:1610;17.79;28.87;2.9
20200828:1710;6.78;27.52;2.55
20200828:1810;0.0;25.96;2.07
20200828:1910;0.0;24.87;1.93
20200828:2010;0.0;23.84;1.79
20200828:2110;0.0;23.0;1.72
20200828:2210;0.0;22.24;1.66
20200828:2310;0.0;21.57;1.52
20200829:0010;0.0;20.95;1.52
20200829:0110;0.0;20.51;1.52
20200829:0210;0.0;20.24;1.66
20200829:0310;0.0;20.03;1.79
20200829:0410;0.0;19.82;1.93
20200829:0510;6.27;19.82;2.0
20200829:0610;17.28;21.65;1.79
20200829:0710;28.18;25.34;2.62
20200829:0810;38.52;27.76;3.38
20200829:0910;47.6;29.77;3.66
20200829:1010;54.23;31.41;3.93
20200829:1110;56.78;32.46;4.34
20200829:1210;54.33;32.84;4.55
20200829:1310;47.76;32.88;4.83
20200829:1410;38.72;32.42;5.1
20200829:1510;28.39;31.71;4.76
20200829:1610;17.5;30.59;4.48
20200829:1710;6.49;28.88;3.72
20200829:1810;0.0;27.24;3.66
20200829:1910;0.0;26.15;3.66
20200829:2010;0.0;25.4;3.52
20200829:2110;0.0;24.88;3.59
20200829:2210;0.0;24.51;3.66
20200829:2310;0.0;24.25;3.66
20200830:0010;0.0;24.01;3.66
20200830:0110;0.0;23.81;3.66
20200830:0210;0.0;23.65;3.45
20200830:0310;0.0;23.55;3.31
20200830:0410;0.0;23.38;3.03
20200830:0510;6.09;23.4;2.97
20200830:0610;17.1;24.39;2.76
20200830:0710;27.99;25.97;4.0
20200830:0810;38.3;27.24;5.38
20200830:0910;47.34;27.61;5.52
20200830:1010;53.92;25.46;4.0
20200830:1110;56.43;24.3;3.72
20200830:1210;53.97;24.17;3.31
20200830:1310;47.42;23.88;4.0
20200830:1410;38.4;23.42;2.55
20200830:1510;28.09;23.31;2.97
20200830:1610;17.2;23.32;1.93
20200830:1710;6.19;23.11;2.21
20200830:1810;0.0;22.32;2.14
20200830:1910;0.0;20.98;2.07
20200830:2010;0.0;20.46;1.86
20200830:2110;0.0;20.05;1.72
20200830:2210;0.0;19.65;1.66
20200830:2310;0.0;19.3;1.72
20200831:0010;0.0;18.97;1.72
20200831:0110;0.0;18.72;1.79
20200831:0210;0.0;19.11;1.93
20200831:0310;0.0;19.31;2.14
20200831:0410;0.0;19.18;2.07
20200831:0510;5.9;18.61;1.59
20200831:0610;16.92;18.21;0.69
20200831:0710;27.8;17.8;1.1
20200831:0810;38.09;17.54;1.1
20200831:0910;47.08;17.49;0.48
20200831:1010;53.61;17.5;0.62
20200831:1110;56.07;17.71;0.83
20200831:1210;53.6;17.28;0.69
20200831:1310;47.07;17.19;0.76
20200831:1410;38.08;17.28;0.83
20200831:1510;27.78;17.49;0.97
20200831:1610;16.9;17.23;1.1
20200831:1710;5.89;16.93;0.83
20200831:1810;0.0;16.4;1.31
20200831:1910;0.0;15.33;1.59
20200831:2010;0.0;14.66;1.59
20200831:2110;0.0;14.03;1.45
20200831:2210;0.0;13.36;1.45
20200831:2310;0.0;12.85;1.38
20200901:0010;0.0;12.34;1.31
20200901:0110;0.0;11.88;1.17
20200901:0210;0.0;11.52;1.17
20200901:0310;0.0;11.28;1.17
20200901:0410;0.0;11.13;1.17
20200901:0510;5.72;11.2;1.03
20200901:0610;16.74;13.15;0.55
20200901:0710;27.6;15.5;0.34
20200901:0810;37.87;17.3;0.21
20200901:0910;46.82;18.73;0.34
20200901:1010;53.29;20.22;0.69
20200901:1110;55.71;21.38;1.03
20200901:1210;53.23;21.97;1.24
20200901:1310;46.73;22.39;1.38
20200901:1410;37.75;22.38;1.38
20200901:1510;27.47;22.25;1.24
20200901:1610;16.6;21.76;0.9
20200901:1710;5.59;21.02;0.55
20200901:1810;0.0;20.59;0.28
20200901:1910;0.0;19.77;0.41
20200901:2010;0.0;19.61;0.07
20200901:2110;0.0;19.11;0.28
20200901:2210;0.0;18.41;0.62
20200901:2310;0.0;17.57;0.76
20200902:0010;0.0;16.64;0.83
20200902:0110;0.0;15.47;1.03
20200902:0210;0.0;14.51;1.1
20200902:0310;0.0;13.73;1.17
20200902:0410;0.0;13.23;1.1
20200902:0510;5.54;13.22;1.03
20200902:0610;16.56;14.74;0.62
20200902:0710;27.41;17.37;0.34
20200902:0810;37.65;19.46;0.21
20200902:0910;46.56;20.8;0.41
20200902:1010;52.97;22.18;0.97
20200902:1110;55.34;22.91;1.31
20200902:1210;52.86;23.16;1.52
20200902:1310;46.38;23.19;1.52
20200902:1410;37.42;23.19;1.59
20200902:1510;27.16;22.83;1.59
20200902:1610;16.3;22.2;1.24
20200902:1710;5.28;21.29;1.03
20200902:1810;0.0;19.79;1.1
20200902:1910;0.0;19.31;1.1
20200902:2010;0.0;18.61;1.03
20200902:2110;0.0;18.52;0.83
20200902:2210;0.0;18.04;0.83
20200902:2310;0.0;17.99;0.69
20200903:0010;0.0;17.46;0.62
20200903:0110;0.0;16.95;0.76
20200903:0210;0.0;16.46;0.83
20200903:0310;0.0;16.01;0.76
20200903:0410;0.0;15.72;0.76
20200903:0510;5.36;15.28;0.83
20200903:0610;16.37;15.91;0.41
20200903:0710;27.22;18.77;0.55
20200903:0810;37.43;20.95;0.9
20200903:0910;46.3;22.3;1.17
20200903:1010;52.65;23.56;1.17
20200903:1110;54.98;24.3;1.1
20200903:1210;52.49;24.78;1.1
20200903:1310;46.02;25.26;1.38
20200903:1410;37.09;25.18;1.59
20200903:1510;26.85;25.02;1.72
20200903:1610;15.99;24.21;1.52
20200903:1710;4.97;23.05;1.52
20200903:1810;0.0;21.53;1.66
20200903:1910;0.0;20.31;1.45
20200903:2010;0.0;18.95;1.31
20200903:2110;0.0;18.0;1.24
20200903:2210;0.0;17.08;1.24
20200903:2310;0.0;16.2;1.31
20200904:0010;0.0;15.4;1.31
20200904:0110;0.0;14.74;1.38
20200904:0210;0.0;14.34;1.45
20200904:0310;0.0;13.98;1.45
20200904:0410;0.0;13.59;1.45
20200904:0510;5.17;13.34;1.31
20200904:0610;16.19;14.92;1.03
20200904:0710;27.02;18.09;1.17
20200904:0810;37.21;20.86;1.31
20200904:0910;46.03;23.03;1.52
20200904:1010;52.33;24.71;1.45
20200904:1110;54.61;26.04;1.38
20200904:1210;52.11;27.0;1.17
20200904:1310;45.67;27.57;1.17
20200904:1410;36.76;27.77;1.38
20200904:1510;26.53;27.49;1.66
20200904:1610;15.68;26.52;1.59
20200904:1710;4.66;24.76;1.66
20200904:1810;0.0;22.49;1.52
20200904:1910;0.0;21.19;1.17
20200904:2010;0.0;20.54;0.97
20200904:2110;0.0;19.1;1.03
20200904:2210;0.0;17.81;1.1
20200904:2310;0.0;16.75;1.17
20200905:0010;0.0;15.94;1.17
20200905:0110;0.0;15.3;1.17
20200905:0210;0.0;14.78;1.17
20200905:0310;0.0;14.34;1.17
20200905:0410;0.0;13.94;1.17
20200905:0510;4.99;13.74;1.1
20200905:0610;16.0;15.87;0.55
20200905:0710;26.82;19.99;0.28
20200905:0810;36.98;22.69;0.14
20200905:0910;45.76;24.38;0.48
20200905:1010;52.0;25.77;0.83
20200905:1110;54.24;26.82;1.03
20200905:1210;51.74;27.54;1.31
20200905:1310;45.31;27.85;1.52
20200905:1410;36.42;27.71;1.66
20200905:1510;26.21;27.12;1.72
20200905:1610;15.36;26.06;1.38
20200905:1710;4.35;24.65;1.17
20200905:1810;0.0;22.44;0.9
20200905:1910;0.0;21.25;0.83
20200905:2010;0.0;20.32;0.83
20200905:2110;0.0;19.43;0.9
20200905:2210;0.0;18.9;0.9
20200905:2310;0.0;18.58;0.83
20200906:0010;0.0;18.36;0.83
20200906:0110;0.0;17.91;0.83
20200906:0210;0.0;17.5;0.83
20200906:0310;0.0;17.0;0.76
20200906:0410;0.0;16.85;0.55
20200906:0510;4.8;16.61;0.55
20200906:0610;15.82;17.13;0.34
20200906:0710;26.62;19.89;0.48
20200906:0810;36.75;21.96;0.69
20200906:0910;45.49;23.7;0.83
20200906:1010;51.67;25.01;1.03
20200906:1110;53.87;25.96;1.24
20200906:1210;51.36;26.57;1.52
20200906:1310;44.94;26.79;1.79
20200906:1410;36.08;26.62;2.0
20200906:1510;25.88;25.92;2.21
20200906:1610;15.05;24.67;2.0
20200906:1710;4.03;23.03;1.72
20200906:1810;0.0;21.3;1.38
20200906:1910;0.0;19.97;1.24
20200906:2010;0.0;18.56;1.17
20200906:2110;0.0;17.67;1.17
20200906:2210;0.0;17.26;1.03
20200906:2310;0.0;17.22;0.9
20200907:0010;0.0;17.22;0.83
20200907:0110;0.0;16.76;0.83
20200907:0210;0.0;15.79;0.97
20200907:0310;0.0;15.23;1.1
20200907:0410;0.0;14.89;1.1
20200907:0510;4.62;14.63;1.1
20200907:0610;15.63;16.09;0.62
20200907:0710;26.42;19.59;0.55
20200907:0810;36.53;22.01;0.76
20200907:0910;45.22;23.79;0.76
20200907:1010;51.34;25.19;0.83
20200907:1110;53.49;26.22;1.03
20200907:1210;50.97;26.84;1.24
20200907:1310;44.58;26.76;1.31
20200907:1410;35.74;26.66;1.24
20200907:1510;25.56;26.17;1.24
20200907:1610;14.73;25.37;1.03
20200907:1710;3.71;24.43;0.9
20200907:1810;0.0;23.03;0.83
20200907:1910;0.0;23.62;0.69
20200907:2010;0.0;22.61;0.55
20200907:2110;0.0;21.5;0.76
20200907:2210;0.0;19.15;1.03
20200907:2310;0.0;17.46;1.38
20200908:0010;0.0;16.57;1.45
20200908:0110;0.0;16.13;1.45
20200908:0210;0.0;15.81;1.52
20200908:0310;0.0;15.75;1.52
20200908:0410;0.0;15.57;1.45
20200908:0510;4.43;15.57;1.38
20200908:0610;15.44;17.11;1.31
20200908:0710;26.22;20.35;1.38
20200908:0810;36.3;23.0;1.38
20200908:0910;44.94;25.29;1.45
20200908:1010;51.01;27.04;1.45
20200908:1110;53.12;28.52;0.97
20200908:1210;50.59;29.28;0.62
20200908:1310;44.21;29.36;0.97
20200908:1410;35.39;29.43;1.24
20200908:1510;25.23;28.89;1.66
20200908:1610;14.41;27.6;1.86
20200908:1710;3.39;26.09;1.93
20200908:1810;0.0;24.57;1.72
20200908:1910;0.0;23.36;1.38
20200908:2010;0.0;22.27;0.97
20200908:2110;0.0;21.41;0.83
20200908:2210;0.0;20.38;0.97
20200908:2310;0.0;19.33;1.1
20200909:0010;0.0;18.52;1.17
20200909:0110;0.0;17.85;1.17
20200909:0210;0.0;17.37;1.24
20200909:0310;0.0;17.0;1.24
20200909:0410;0.0;16.71;1.24
20200909:0510;4.24;16.49;1.17
20200909:0610;15.25;18.33;0.69
20200909:0710;26.02;22.29;0.62
20200909:0810;36.06;24.97;0.41
20200909:0910;44.66;26.95;0.41
20200909:1010;50.68;28.29;0.69
20200909:1110;52.74;29.13;1.03
20200909:1210;50.2;29.46;1.17
20200909:1310;43.85;29.71;1.03
20200909:1410;35.05;29.53;0.97
20200909:1510;24.9;29.09;0.76
20200909:1610;14.09;28.12;0.69
20200909:1710;3.07;26.79;1.03
20200909:1810;0.0;24.9;1.03
20200909:1910;0.0;25.29;0.55
20200909:2010;0.0;24.34;0.55
20200909:2110;0.0;23.43;0.41
20200909:2210;0.0;22.52;0.55
20200909:2310;0.0;21.71;0.76
20200910:0010;0.0;20.87;0.9
20200910:0110;0.0;19.91;1.03
20200910:0210;0.0;19.45;1.03
20200910:0310;0.0;18.92;1.1
20200910:0410;0.0;18.49;1.17
20200910:0510;4.05;18.23;1.17
20200910:0610;15.06;19.03;0.9
20200910:0710;25.81;22.15;0.34
20200910:0810;35.83;25.59;0.48
20200910:0910;44.38;27.36;0.97
20200910:1010;50.34;28.48;1.24
20200910:1110;52.36;29.08;1.03
20200910:1210;49.82;29.54;0.9
20200910:1310;43.48;29.85;0.97
20200910:1410;34.7;30.11;0.76
20200910:1510;24.57;29.87;0.62
20200910:1610;13.77;27.15;0.83
20200910:1710;2.75;25.18;0.0
20200910:1810;0.0;24.38;0.55
20200910:1910;0.0;25.1;0.34
20200910:2010;0.0;24.05;0.34
20200910:2110;0.0;23.0;0.41
20200910:2210;0.0;21.95;0.76
20200910:2310;0.0;20.27;1.03
20200911:0010;0.0;19.29;1.24
20200911:0110;0.0;18.64;1.31
20200911:0210;0.0;18.19;1.31
20200911:0310;0.0;18.06;1.31
20200911:0410;0.0;17.7;1.17
20200911:0510;3.87;17.29;1.17
20200911:0610;14.87;18.49;0.9
20200911:0710;25.61;22.23;0.83
20200911:0810;35.59;24.41;1.03
20200911:0910;44.1;25.63;0.9
20200911:1010;50.0;27.26;0.28
20200911:1110;51.98;28.42;0.34
20200911:1210;49.43;28.99;0.76
20200911:1310;43.1;29.1;1.03
20200911:1410;34.35;28.45;0.76
20200911:1510;24.23;24.29;1.31
20200911:1610;13.44;22.0;1.38
20200911:1710;2.42;21.46;1.24
20200911:1810;0.0;21.17;0.97
20200911:1910;0.0;22.64;1.45
20200911:2010;0.0;22.54;0.76
20200911:2110;0.0;22.43;0.41
20200911:2210;0.0;21.64;0.34
20200911:2310;0.0;19.2;1.17
20200912:0010;0.0;18.01;1.31
20200912:0110;0.0;17.39;1.24
20200912:0210;0.0;16.93;1.24
20200912:0310;0.0;16.48;1.17
20200912:0410;0.0;15.99;1.24
20200912:0510;3.68;15.63;1.24
20200912:0610;14.68;17.17;0.83
20200912:0710;25.4;21.21;0.76
20200912:0810;35.35;23.71;0.9
20200912:0910;43.81;25.54;0.76
20200912:1010;49.66;27.13;0.48
20200912:1110;51.6;28.27;0.69
20200912:1210;49.04;28.6;0.83
20200912:1310;42.73;28.53;1.1
20200912:1410;34.0;28.44;1.31
20200912:1510;23.9;28.11;1.31
20200912:1610;13.11;27.26;1.1
20200912:1710;0.0;25.92;1.1
20200912:1810;0.0;24.07;1.24
20200912:1910;0.0;22.79;1.31
20200912:2010;0.0;21.53;1.31
20200912:2110;0.0;20.5;1.24
20200912:2210;0.0;19.45;1.24
20200912:2310;0.0;18.53;1.31
20200913:0010;0.0;17.74;1.31
20200913:0110;0.0;17.1;1.31
20200913:0210;0.0;16.55;1.31
20200913:0310;0.0;16.13;1.31
20200913:0410;0.0;15.77;1.24
20200913:0510;3.49;15.47;1.24
20200913:0610;14.49;17.04;0.97
20200913:0710;25.19;20.9;0.76
20200913:0810;35.11;24.37;0.83
20200913:0910;43.53;26.67;1.03
20200913:1010;49.32;28.42;1.1
20200913:1110;51.21;29.37;0.97
20200913:1210;48.64;29.51;1.1
20200913:1310;42.36;29.77;1.24
20200913:1410;33.64;29.8;1.31
20200913:1510;23.56;29.48;1.31
20200913:1610;12.79;28.79;1.38
20200913:1710;0.0;27.25;1.79
20200913:1810;0.0;25.41;2.14
20200913:1910;0.0;23.49;2.0
20200913:2010;0.0;21.8;1.72
20200913:2110;0.0;20.34;1.66
20200913:2210;0.0;19.14;1.66
20200913:2310;0.0;18.27;1.72
20200914:0010;0.0;17.59;1.72
20200914:0110;0.0;17.1;1.59
20200914:0210;0.0;16.66;1.52
20200914:0310;0.0;16.19;1.52
20200914:0410;0.0;15.76;1.45
20200914:0510;3.3;15.4;1.45
20200914:0610;14.3;16.67;1.1
20200914:0710;24.98;21.31;0.9
20200914:0810;34.87;24.35;1.1
20200914:0910;43.24;26.51;1.1
20200914:1010;48.98;28.3;0.97
20200914:1110;50.83;29.47;0.69
20200914:1210;48.25;30.25;0.55
20200914:1310;41.98;30.66;0.69
20200914:1410;33.29;30.67;0.97
20200914:1510;23.22;30.0;1.38
20200914:1610;12.46;28.84;1.45
20200914:1710;0.0;27.22;1.52
20200914:1810;0.0;25.08;1.45
20200914:1910;0.0;23.28;1.45
20200914:2010;0.0;21.98;1.38
20200914:2110;0.0;20.92;1.31
20200914:2210;0.0;19.91;1.31
20200914:2310;0.0;19.01;1.31
20200915:0010;0.0;18.25;1.31
20200915:0110;0.0;17.59;1.31
20200915:0210;0.0;17.07;1.31
20200915:0310;0.0;16.57;1.31
20200915:0410;0.0;16.13;1.31
20200915:0510;3.11;15.73;1.24
20200915:0610;14.1;17.25;0.83
20200915:0710;24.77;21.81;0.55
20200915:0810;34.63;24.73;0.55
20200915:0910;42.95;26.58;0.41
20200915:1010;48.63;27.82;0.48
20200915:1110;50.44;28.94;0.55
20200915:1210;47.86;29.62;0.76
20200915:1310;41.6;30.13;1.24
20200915:1410;32.93;29.4;0.76
20200915:1510;22.88;26.33;0.69
20200915:1610;12.13;24.56;1.1
20200915:1710;0.0;24.02;1.38
20200915:1810;0.0;23.03;0.9
20200915:1910;0.0;21.99;1.1
20200915:2010;0.0;21.05;1.03
20200915:2110;0.0;20.29;1.03
20200915:2210;0.0;19.33;1.1
20200915:2310;0.0;18.47;1.17
20200916:0010;0.0;17.84;1.17
20200916:0110;0.0;17.3;1.17
20200916:0210;0.0;16.93;1.17
20200916:0310;0.0;16.66;1.17
20200916:0410;0.0;16.35;1.17
20200916:0510;2.91;16.12;1.17
20200916:0610;13.9;17.55;0.69
20200916:0710;24.55;20.77;0.48
20200916:0810;34.38;23.55;0.69
20200916:0910;42.65;25.58;0.9
20200916:1010;48.28;27.18;0.97
20200916:1110;50.05;28.27;1.1
20200916:1210;47.46;28.83;1.17
20200916:1310;41.22;28.69;0.97
20200916:1410;32.58;27.94;0.41
20200916:1510;22.54;26.34;0.55
20200916:1610;11.79;25.98;1.1
20200916:1710;0.0;24.7;1.1
20200916:1810;0.0;23.13;0.9
20200916:1910;0.0;23.52;0.34
20200916:2010;0.0;22.48;0.69
20200916:2110;0.0;20.95;0.9
20200916:2210;0.0;19.83;1.03
20200916:2310;0.0;18.66;1.17
20200917:0010;0.0;17.67;1.31
20200917:0110;0.0;16.99;1.31
20200917:0210;0.0;16.49;1.31
20200917:0310;0.0;16.13;1.38
20200917:0410;0.0;15.77;1.45
20200917:0510;2.72;15.41;1.45
20200917:0610;13.71;16.58;1.17
20200917:0710;24.34;21.06;1.24
20200917:0810;34.13;23.66;1.86
20200917:0910;42.36;25.6;2.14
20200917:1010;47.93;27.27;2.07
20200917:1110;49.67;28.54;2.07
20200917:1210;47.07;29.27;2.07
20200917:1310;40.84;29.36;2.28
20200917:1410;32.22;28.86;2.69
20200917:1510;22.2;27.29;2.76
20200917:1610;11.46;26.47;1.93
20200917:1710;0.0;25.25;1.93
20200917:1810;0.0;23.79;2.07
20200917:1910;0.0;22.85;2.07
20200917:2010;0.0;21.52;1.79
20200917:2110;0.0;20.23;1.72
20200917:2210;0.0;19.24;1.72
20200917:2310;0.0;18.47;1.79
20200918:0010;0.0;17.87;1.72
20200918:0110;0.0;17.31;1.66
20200918:0210;0.0;16.87;1.66
20200918:0310;0.0;16.5;1.72
20200918:0410;0.0;16.28;1.72
20200918:0510;2.53;16.09;1.66
20200918:0610;13.51;17.07;1.45
20200918:0710;24.12;20.58;1.59
20200918:0810;33.88;23.21;2.07
20200918:0910;42.06;25.3;2.34
20200918:1010;47.58;26.93;2.28
20200918:1110;49.28;27.89;2.21
20200918:1210;46.67;28.28;2.28
20200918:1310;40.46;28.18;2.21
20200918:1410;31.86;28.0;2.14
20200918:1510;21.86;27.69;2.07
20200918:1610;11.13;26.71;2.0
20200918:1710;0.0;25.13;2.14
20200918:1810;0.0;23.49;2.07
20200918:1910;0.0;22.36;1.59
20200918:2010;0.0;21.11;1.45
20200918:2110;0.0;19.93;1.38
20200918:2210;0.0;18.92;1.38
20200918:2310;0.0;18.13;1.31
20200919:0010;0.0;17.5;1.31
20200919:0110;0.0;16.88;1.38
20200919:0210;0.0;16.34;1.45
20200919:0310;0.0;15.98;1.38
20200919:0410;0.0;15.61;1.24
20200919:0510;0.0;15.28;1.31
20200919:0610;13.31;16.1;1.1
20200919:0710;23.9;19.93;0.76
20200919:0810;33.63;22.81;0.28
20200919:0910;41.76;24.8;0.14
20200919:1010;47.23;26.3;0.55
20200919:1110;48.89;27.17;0.76
20200919:1210;46.27;27.53;0.83
20200919:1310;40.08;27.93;1.03
20200919:1410;31.5;27.7;1.45
20200919:1510;21.52;27.29;1.66
20200919:1610;10.8;26.44;1.52
20200919:1710;0.0;25.15;1.31
20200919:1810;0.0;23.74;1.17
20200919:1910;0.0;22.63;1.03
20200919:2010;0.0;21.72;0.97
20200919:2110;0.0;20.54;1.17
20200919:2210;0.0;19.92;1.1
20200919:2310;0.0;19.67;0.97
20200920:0010;0.0;19.32;0.97
20200920:0110;0.0;18.48;0.97
20200920:0210;0.0;18.03;1.03
20200920:0310;0.0;17.82;0.97
20200920:0410;0.0;17.75;0.97
20200920:0510;0.0;16.89;1.17
20200920:0610;13.11;17.72;0.9
20200920:0710;23.68;19.87;0.41
20200920:0810;33.38;21.34;0.28
20200920:0910;41.46;22.09;0.21
20200920:1010;46.88;23.81;0.83
20200920:1110;48.5;25.21;1.86
20200920:1210;45.87;25.06;2.21
20200920:1310;39.7;24.88;1.38
20200920:1410;31.14;25.2;1.45
20200920:1510;21.17;25.29;1.31
