0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"0,59",16/05/22 23:00,"16,28","0,11","21,98","18,03","17,82","417,00"
,"0,58",17/05/22 00:00,"15,50","0,11","21,72","17,92","17,70","417,00"
,"0,58",17/05/22 01:00,"16,26","0,11","21,64","17,86","17,59","417,00"
,"0,58",17/05/22 02:00,"15,77","0,11","21,52","17,79","17,52","417,00"
,"0,59",17/05/22 03:00,"15,68","0,11","21,42","17,73","17,53","417,00"
,"0,60",17/05/22 04:00,"15,17","0,11","21,38","17,63","17,43","417,00"
,"0,59",17/05/22 05:00,"15,84","0,11","21,40","17,60","17,44","417,00"
,"2,79",17/05/22 06:00,"17,77","0,11","21,84","17,97","17,69","417,00"
,"2,76",17/05/22 07:00,"20,09","0,11","22,37","18,65","17,98","417,00"
,"2,80",17/05/22 08:00,"22,41","0,11","22,63","18,89","18,19","417,00"
,"2,78",17/05/22 09:00,"24,00","0,11","22,90","19,06","18,39","417,00"
,"1,70",17/05/22 10:00,"24,59","0,11","23,04","19,14","18,50","417,00"
,"0,59",17/05/22 11:00,"26,35","0,11","22,94","18,95","18,44","417,00"
,"2,30",17/05/22 12:00,"25,94","0,11","23,16","18,96","18,60","417,00"
,"2,76",17/05/22 13:00,"25,79","0,10","23,60","19,14","18,87","417,00"
,"2,76",17/05/22 14:00,"26,62","0,11","24,24","19,25","19,30","417,00"
,"2,77",17/05/22 15:00,"26,82","0,10","24,78","19,41","19,64","417,00"
,"2,35",17/05/22 16:00,"26,63","0,11","25,02","19,50","19,91","417,00"
,"0,57",17/05/22 17:00,"26,38","0,11","24,43","19,39","19,61","417,00"
,"0,58",17/05/22 18:00,"25,71","0,11","23,75","19,19","19,19","417,00"
,"0,58",17/05/22 19:00,"23,77","0,11","23,39","18,99","18,86","417,00"
,"0,58",17/05/22 20:00,"21,04","0,11","23,20","18,81","18,72","417,00"
,"0,59",17/05/22 21:00,"19,95","0,11","23,03","18,67","18,63","417,00"
,"0,60",17/05/22 22:00,"19,38","0,11","22,92","18,61","18,51","417,00"
,"0,58",17/05/22 23:00,"19,19","0,11","22,83","18,55","18,42","417,00"
,"0,58",18/05/22 00:00,"18,67","0,11","22,71","18,46","18,32","417,00"
,"0,58",18/05/22 01:00,"18,16","0,11","22,61","18,39","18,23","417,00"
,"0,57",18/05/22 02:00,"17,59","0,11","22,58","18,33","18,18","417,00"
,"0,59",18/05/22 03:00,"17,06","0,11","22,55","18,28","18,11","417,00"
,"0,59",18/05/22 04:00,"16,66","0,11","22,34","18,25","18,05","417,00"
,"0,57",18/05/22 05:00,"18,18","0,11","22,20","18,19","18,01","417,00"
,"2,63",18/05/22 06:00,"19,86","0,11","22,59","18,55","18,24","417,00"
,"2,78",18/05/22 07:00,"21,95","0,11","22,99","19,19","18,60","417,00"
,"2,77",18/05/22 08:00,"23,36","0,11","23,32","19,56","18,80","417,00"
,"2,76",18/05/22 09:00,"24,32","0,11","23,56","19,80","19,07","417,00"
,"2,18",18/05/22 10:00,"24,31","0,11","23,92","19,78","19,22","417,00"
,"1,32",18/05/22 11:00,"24,86","0,11","24,06","19,63","19,35","417,00"
,"2,61",18/05/22 12:00,"25,19","0,11","24,25","19,68","19,50","417,00"
,"2,74",18/05/22 13:00,"24,26","0,10","24,37","19,77","19,56","417,00"
,"2,76",18/05/22 14:00,"22,08","0,11","24,36","19,79","19,60","417,00"
,"2,76",18/05/22 15:00,"22,03","0,11","24,38","19,81","19,63","417,00"
,"2,47",18/05/22 16:00,"21,94","0,11","24,25","19,81","19,57","417,00"
,"0,58",18/05/22 17:00,"21,85","0,11","23,95","19,63","19,37","417,00"
,"0,58",18/05/22 18:00,"21,73","0,11","23,68","19,45","19,17","417,00"
,"0,58",18/05/22 19:00,"23,20","0,11","23,54","19,29","19,05","417,00"
,"0,59",18/05/22 20:00,"21,42","0,11","23,48","19,21","19,00","417,00"
,"0,60",18/05/22 21:00,"20,24","0,11","23,40","19,13","18,93","417,00"
,"0,58",18/05/22 22:00,"19,88","0,11","23,25","19,05","18,85","417,00"
,"0,59",18/05/22 23:00,"19,44","0,11","23,13","18,98","18,81","417,00"
,"0,59",19/05/22 00:00,"19,39","0,11","23,05","18,90","18,70","417,00"
,"0,60",19/05/22 01:00,"18,91","0,11","23,02","18,84","18,65","417,00"
,"0,60",19/05/22 02:00,"18,47","0,11","22,93","18,77","18,59","417,00"
,"0,58",19/05/22 03:00,"18,23","0,11","22,90","18,76","18,54","417,00"
,"0,57",19/05/22 04:00,"18,02","0,11","22,85","18,74","18,48","417,00"
,"0,58",19/05/22 05:00,"18,26","0,11","22,83","18,65","18,49","417,00"
,"2,57",19/05/22 06:00,"19,75","0,11","22,95","18,84","18,60","417,00"
,"2,78",19/05/22 07:00,"20,37","0,11","23,25","19,12","18,85","417,00"
,"2,76",19/05/22 08:00,"20,99","0,10","23,46","19,48","19,02","417,00"
,"2,75",19/05/22 09:00,"21,80","0,11","23,72","19,75","19,20","417,00"
,"1,70",19/05/22 10:00,"22,77","0,11","23,87","19,84","19,30","417,00"
,"1,32",19/05/22 11:00,"23,75","0,11","23,96","19,69","19,36","417,00"
,"2,63",19/05/22 12:00,"24,40","0,11","24,12","19,76","19,49","417,00"
,"2,97",19/05/22 13:00,"25,04","0,36","24,34","20,19","19,88","417,00"
,"11,03",19/05/22 14:00,"25,17","8,41","22,75","21,94","22,70","417,00"
,"8,00",19/05/22 15:00,"25,08","5,37","22,28","21,39","22,52","417,00"
,"3,26",19/05/22 16:00,"25,05","1,07","23,61","22,15","23,02","417,00"
,"0,56",19/05/22 17:00,"24,48","0,08","23,61","22,55","23,01","417,00"
,"0,57",19/05/22 18:00,"23,03","0,08","23,37","22,57","22,69","417,00"
,"0,55",19/05/22 19:00,"21,93","0,08","23,25","22,59","22,55","417,00"
,"0,55",19/05/22 20:00,"19,36","0,08","23,12","22,57","22,45","417,00"
,"0,55",19/05/22 21:00,"19,66","0,08","23,03","22,56","22,38","417,00"
,"0,56",19/05/22 22:00,"19,29","0,07","22,93","22,47","22,33","417,00"
,"0,57",19/05/22 23:00,"18,95","0,07","22,85","22,46","22,30","417,00"
,"0,57",20/05/22 00:00,"18,25","0,08","22,73","22,39","22,20","417,00"
,"0,56",20/05/22 01:00,"17,81","0,08","22,71","22,35","22,18","417,00"
,"0,56",20/05/22 02:00,"17,61","0,08","22,69","22,33","22,14","417,00"
,"0,56",20/05/22 03:00,"17,00","0,08","22,65","22,27","22,09","417,00"
,"0,57",20/05/22 04:00,"17,04","0,08","22,55","22,27","22,07","417,00"
,"1,91",20/05/22 05:00,"17,57","1,43","22,53","22,11","21,99","417,00"
,"5,38",20/05/22 06:00,"19,33","2,97","22,12","21,65","21,72","417,00"
,"5,97",20/05/22 07:00,"21,08","3,28","22,35","21,87","21,83","417,00"
,"6,12",20/05/22 08:00,"22,66","3,44","22,34","21,98","21,77","417,00"
,"6,06",20/05/22 09:00,"23,66","3,38","22,01","21,85","21,55","417,00"
,"5,55",20/05/22 10:00,"24,60","3,34","22,06","21,71","21,62","417,00"
,"3,64",20/05/22 11:00,"25,39","3,11","22,04","21,59","21,61","417,00"
,"3,68",20/05/22 12:00,"26,37","1,29","22,49","21,79","21,89","417,00"
,"4,54",20/05/22 13:00,"27,12","2,38","23,07","22,25","22,56","417,00"
,"5,19",20/05/22 14:00,"27,48","2,57","22,99","22,31","22,70","417,00"
,"5,84",20/05/22 15:00,"27,83","3,15","23,04","22,33","23,01","417,00"
,"3,05",20/05/22 16:00,"27,73","0,82","23,70","22,57","23,42","417,00"
,"0,53",20/05/22 17:00,"26,58","0,08","23,90","22,80","23,25","417,00"
,"0,52",20/05/22 18:00,"24,49","0,08","23,44","22,71","22,83","417,00"
,"0,51",20/05/22 19:00,"23,93","0,08","23,29","22,61","22,61","417,00"
,"0,51",20/05/22 20:00,"22,23","0,08","23,22","22,56","22,53","417,00"
,"0,54",20/05/22 21:00,"21,51","0,08","23,18","22,48","22,46","417,00"
,"0,54",20/05/22 22:00,"20,97","0,08","23,07","22,46","22,40","417,00"
,"0,53",20/05/22 23:00,"20,47","0,08","22,97","22,42","22,34","417,00"
,"0,53",21/05/22 00:00,"19,92","0,08","22,87","22,41","22,28","417,00"
,"0,53",21/05/22 01:00,"19,45","0,08","22,80","22,37","22,24","417,00"
,"0,53",21/05/22 02:00,"19,24","0,08","22,74","22,29","22,18","417,00"
,"0,54",21/05/22 03:00,"18,47","0,08","22,71","22,27","22,14","417,00"
,"0,53",21/05/22 04:00,"18,69","0,08","22,64","22,26","22,11","417,00"
,"0,52",21/05/22 05:00,"19,90","0,08","22,67","22,25","22,12","417,00"
,"0,51",21/05/22 06:00,"21,00","0,08","22,90","22,49","22,33","417,00"
,"0,51",21/05/22 07:00,"21,94","0,07","23,01","22,97","22,48","417,00"
,"0,53",21/05/22 08:00,"22,73","0,08","23,22","23,28","22,61","417,00"
,"0,53",21/05/22 09:00,"23,91","0,08","23,31","23,41","22,70","417,00"
,"0,52",21/05/22 10:00,"25,18","0,08","23,40","23,34","22,77","417,00"
,"0,53",21/05/22 11:00,"26,21","0,08","23,58","23,37","22,93","417,00"
,"0,52",21/05/22 12:00,"26,65","0,08","23,85","23,41","23,06","417,00"
,"0,52",21/05/22 13:00,"27,29","0,08","24,04","23,44","23,23","417,00"
,"0,54",21/05/22 14:00,"28,09","0,08","24,37","23,51","23,53","417,00"
,"0,54",21/05/22 15:00,"28,21","0,08","24,65","23,54","23,87","417,00"
,"0,52",21/05/22 16:00,"28,14","0,08","24,80","23,60","24,03","417,00"
,"0,52",21/05/22 17:00,"27,99","0,08","24,52","23,58","23,74","417,00"
,"0,52",21/05/22 18:00,"25,76","0,08","24,20","23,50","23,47","417,00"
,"0,53",21/05/22 19:00,"23,46","0,08","24,02","23,39","23,29","417,00"
,"0,54",21/05/22 20:00,"22,57","0,08","23,93","23,29","23,18","417,00"
,"0,54",21/05/22 21:00,"22,07","0,08","23,82","23,21","23,09","417,00"
,"0,53",21/05/22 22:00,"21,19","0,08","23,63","23,18","23,01","417,00"
,"0,53",21/05/22 23:00,"20,83","0,08","23,51","23,07","22,94","417,00"
,"0,53",22/05/22 00:00,"20,49","0,08","23,47","23,02","22,86","417,00"
,"0,53",22/05/22 01:00,"19,92","0,08","23,42","22,98","22,83","417,00"
,"0,54",22/05/22 02:00,"19,28","0,08","23,31","22,95","22,83","417,00"
,"0,53",22/05/22 03:00,"18,87","0,08","23,25","22,87","22,71","417,00"
,"0,52",22/05/22 04:00,"18,69","0,08","23,23","22,85","22,67","417,00"
,"0,52",22/05/22 05:00,"19,87","0,08","23,24","22,85","22,72","417,00"
,"0,53",22/05/22 06:00,"21,63","0,08","21,49","22,17","22,08","417,00"
,"0,55",22/05/22 07:00,"22,57","0,08","23,51","23,40","23,01","417,00"
,"0,55",22/05/22 08:00,"23,88","0,09","23,77","23,74","23,15","417,00"
,"0,53",22/05/22 09:00,"24,64","0,08","23,97","23,90","23,28","417,00"
,"0,53",22/05/22 10:00,"25,42","0,09","24,13","23,90","23,38","417,00"
,"0,54",22/05/22 11:00,"26,72","0,09","24,20","23,88","23,48","417,00"
,"0,53",22/05/22 12:00,"26,45","0,09","24,35","23,91","23,56","417,00"
,"0,55",22/05/22 13:00,"26,66","0,09","24,49","23,99","23,69","417,00"
,"0,55",22/05/22 14:00,"27,06","0,08","24,51","23,99","23,72","417,00"
,"0,54",22/05/22 15:00,"27,43","0,08","24,46","23,98","23,73","417,00"
,"0,53",22/05/22 16:00,"27,32","0,08","24,46","23,99","23,68","417,00"
,"0,53",22/05/22 17:00,"26,36","0,08","24,35","23,90","23,57","417,00"
,"0,53",22/05/22 18:00,"24,24","0,08","24,27","23,89","23,50","417,00"
,"0,53",22/05/22 19:00,"23,01","0,08","24,21","23,79","23,47","417,00"
,"0,54",22/05/22 20:00,"22,08","0,08","24,05","23,73","23,37","417,00"
,"0,53",22/05/22 21:00,"21,26","0,08","23,94","23,64","23,32","417,00"
,"0,53",22/05/22 22:00,"20,16","0,07","23,85","23,55","23,24","417,00"
,"0,54",22/05/22 23:00,"20,32","0,08","23,75","23,47","23,23","417,00"
,"0,53",23/05/22 00:00,"20,20","0,09","23,66","23,41","23,13","417,00"
,"0,54",23/05/22 01:00,"19,91","0,08","23,51","23,37","23,04","417,00"
,"0,55",23/05/22 02:00,"19,85","0,08","23,50","23,33","22,98","417,00"
,"0,53",23/05/22 03:00,"19,22","0,07","23,50","23,32","22,95","417,00"
,"0,52",23/05/22 04:00,"19,05","0,08","23,45","23,30","22,95","417,00"
,"1,81",23/05/22 05:00,"19,69","1,46","23,37","23,09","22,88","417,00"
,"4,63",23/05/22 06:00,"21,12","2,25","23,27","22,46","22,64","417,00"
,"5,64",23/05/22 07:00,"21,90","2,95","23,30","22,54","22,66","417,00"
,"6,42",23/05/22 08:00,"22,83","3,72","23,18","22,58","22,54","417,00"
,"6,08",23/05/22 09:00,"24,01","3,42","22,97","22,64","22,47","417,00"
,"4,50",23/05/22 10:00,"24,58","3,22","22,98","22,65","22,50","417,00"
