0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"0,65",10/10/21 18:00,,"0,09","18,94","18,54","18,56","417,00"
,"0,65",10/10/21 19:00,,"0,09","18,89","18,47","18,55","417,00"
,"0,66",10/10/21 20:00,,"0,09","18,79","18,43","18,48","417,00"
,"0,66",10/10/21 21:00,,"0,09","18,75","18,37","18,42","417,00"
,"0,67",10/10/21 22:00,,"0,09","18,65","18,33","18,37","417,00"
,"0,67",10/10/21 23:00,,"0,09","18,57","18,26","18,33","417,00"
,"3,57",11/10/21 00:00,"9,18","2,90","20,03","17,75","16,13","417,00"
,"3,91",11/10/21 01:00,"9,46","3,43","19,90","17,67","16,15","417,00"
,"3,62",11/10/21 02:00,"9,57","2,97","20,08","17,75","16,19","417,00"
,"3,63",11/10/21 03:00,"9,46","2,77","20,00","17,73","16,14","417,00"
,"3,89",11/10/21 04:00,"9,23","3,11","20,06","17,78","16,16","417,00"
,"3,22",11/10/21 05:00,"9,70","2,54","20,00","17,74","16,18","417,00"
,"6,41",11/10/21 06:00,"9,40","3,59","20,26","17,86","16,42","417,00"
,"7,90",11/10/21 07:00,"9,52","5,07","22,66","19,77","18,88","417,00"
,"7,37",11/10/21 08:00,"10,25","4,57","22,78","20,08","18,85","417,00"
,"6,84",11/10/21 09:00,"11,53","4,06","22,87","20,44","18,81","417,00"
,"6,92",11/10/21 10:00,"12,83","4,11","22,72","20,25","18,66","417,00"
,"5,52",11/10/21 11:00,"13,78","3,68","22,88","20,37","18,72","417,00"
,"4,73",11/10/21 12:00,"14,01","3,70","22,86","20,67","18,72","417,00"
,"6,37",11/10/21 13:00,"14,34","3,56","22,98","20,63","18,76","417,00"
,"6,11",11/10/21 14:00,"14,21","3,45","23,09","20,67","18,87","417,00"
,"6,18",11/10/21 15:00,"13,73","3,43","22,97","20,78","18,82","417,00"
,"6,84",11/10/21 16:00,"11,96","4,00","22,82","20,90","18,80","417,00"
,"3,55",11/10/21 17:00,"10,76","1,08","21,28","18,99","17,71","417,00"
,"0,70",11/10/21 18:00,"10,51","0,11","19,97","16,61","16,28","417,00"
,"1,70",11/10/21 19:00,"10,50","1,08","19,97","16,83","16,02","417,00"
,"1,92",11/10/21 20:00,"10,62","1,31","20,01","17,00","16,06","417,00"
,"1,99",11/10/21 21:00,"9,67","1,44","19,91","17,14","16,05","417,00"
,"2,82",11/10/21 22:00,"9,32","2,44","19,84","17,29","16,09","417,00"
,"3,17",11/10/21 23:00,"9,81","2,75","19,91","17,47","16,06","417,00"
,"6,82",12/10/21 00:00,"-0,57","6,55","18,80","16,82","15,73","417,00"
,"6,53",12/10/21 01:00,"-0,82","6,28","18,70","16,81","15,88","417,00"
,"8,43",12/10/21 02:00,"-1,36","7,95","19,65","19,34","16,45","417,00"
,"7,60",12/10/21 03:00,"-1,47","7,29","19,22","18,11","16,00","417,00"
,"8,02",12/10/21 04:00,"-0,69","7,61","19,48","18,09","16,14","417,00"
,"8,59",12/10/21 05:00,"-0,50","8,03","19,61","18,42","16,31","417,00"
,"7,40",12/10/21 06:00,"-0,34","6,88","19,97","19,24","16,61","417,00"
,"14,68",12/10/21 07:00,"0,37","12,42","22,28","21,40","18,81","417,00"
,"15,12",12/10/21 08:00,"1,27","12,53","23,13","21,29","19,72","417,00"
,"12,90",12/10/21 09:00,"2,59","10,29","23,28","21,15","19,89","417,00"
,"12,19",12/10/21 10:00,"2,64","9,59","23,57","21,17","20,20","417,00"
,"10,23",12/10/21 11:00,"2,22","8,87","23,77","21,14","20,42","417,00"
,"8,90",12/10/21 12:00,"2,65","7,99","23,87","21,29","20,45","417,00"
,"10,79",12/10/21 13:00,"3,18","8,33","24,02","21,32","20,77","417,00"
,"10,47",12/10/21 14:00,"2,86","7,84","24,04","21,58","20,78","417,00"
,"10,34",12/10/21 15:00,"2,71","7,69","24,09","21,74","20,79","417,00"
,"10,42",12/10/21 16:00,"2,30","7,74","24,10","21,90","20,84","417,00"
,"4,47",12/10/21 17:00,"2,05","2,29","21,36","19,22","18,36","417,00"
,"4,22",12/10/21 18:00,"1,93","2,73","19,43","16,62","16,12","417,00"
,"5,14",12/10/21 19:00,"1,86","4,71","19,45","16,86","16,14","417,00"
,"6,17",12/10/21 20:00,"1,90","5,79","19,22","16,79","15,98","417,00"
,"6,18",12/10/21 21:00,"1,72","5,51","19,25","16,74","16,11","417,00"
,"6,66",12/10/21 22:00,"1,50","6,21","19,01","16,66","15,74","417,00"
,"7,26",12/10/21 23:00,"1,41","6,85","18,96","16,63","15,86","417,00"
,"0,65",13/10/21 00:00,,"0,09","18,37","17,96","18,04","417,00"
,"0,65",13/10/21 01:00,,"0,09","18,28","17,88","17,96","417,00"
,"0,65",13/10/21 02:00,,"0,09","18,22","17,84","17,90","417,00"
,"0,65",13/10/21 03:00,,"0,09","18,18","17,77","17,81","417,00"
,"0,65",13/10/21 04:00,,"0,09","18,08","17,69","17,79","417,00"
,"0,64",13/10/21 05:00,,"0,09","17,94","17,69","17,72","417,00"
,"2,47",13/10/21 06:00,,"0,09","17,96","17,67","17,67","417,00"
,"2,79",13/10/21 07:00,,"0,09","18,15","17,75","17,78","417,00"
,"2,80",13/10/21 08:00,,"0,09","18,28","18,21","17,96","417,00"
,"2,83",13/10/21 09:00,,"0,09","18,53","18,72","18,11","417,00"
,"1,21",13/10/21 10:00,,"0,09","18,64","18,65","18,19","417,00"
,"0,64",13/10/21 11:00,,"0,09","18,62","18,44","18,16","417,00"
,"2,56",13/10/21 12:00,,"0,09","18,83","18,39","18,27","417,00"
,"2,84",13/10/21 13:00,,"0,09","19,04","18,46","18,52","417,00"
,"2,82",13/10/21 14:00,,"0,09","19,21","18,51","18,70","417,00"
,"2,86",13/10/21 15:00,,"0,09","19,15","18,54","18,69","417,00"
,"2,27",13/10/21 16:00,,"0,09","18,99","18,51","18,57","417,00"
,"0,64",13/10/21 17:00,,"0,09","18,76","18,36","18,37","417,00"
,"0,64",13/10/21 18:00,,"0,09","18,58","18,23","18,22","417,00"
,"0,67",13/10/21 19:00,,"0,09","18,49","18,12","18,12","417,00"
,"0,65",13/10/21 20:00,,"0,09","18,40","18,07","18,06","417,00"
,"0,65",13/10/21 21:00,,"0,09","18,30","18,00","17,96","417,00"
,"0,65",13/10/21 22:00,,"0,09","18,22","17,92","17,89","417,00"
,"0,65",13/10/21 23:00,,"0,09","18,12","17,86","17,81","417,00"
,"0,66",14/10/21 00:00,,"0,09","18,10","17,77","17,74","417,00"
,"0,65",14/10/21 01:00,,"0,09","17,92","17,71","17,62","417,00"
,"0,65",14/10/21 02:00,,"0,09","17,80","17,63","17,54","417,00"
,"0,65",14/10/21 03:00,,"0,09","17,65","17,56","17,48","417,00"
,"0,64",14/10/21 04:00,,"0,09","17,59","17,46","17,41","417,00"
,"0,64",14/10/21 05:00,,"0,09","17,53","17,39","17,31","417,00"
,"2,41",14/10/21 06:00,,"0,09","17,56","17,39","17,31","417,00"
,"2,81",14/10/21 07:00,,"0,09","17,61","17,46","17,34","417,00"
,"2,81",14/10/21 08:00,,"0,09","17,67","17,52","17,42","417,00"
,"2,82",14/10/21 09:00,,"0,09","17,87","17,81","17,52","417,00"
,"1,34",14/10/21 10:00,,"0,09","18,07","17,96","17,63","417,00"
,"0,65",14/10/21 11:00,,"0,09","18,10","17,81","17,62","417,00"
,"2,54",14/10/21 12:00,,"0,09","18,26","17,83","17,75","417,00"
,"2,82",14/10/21 13:00,,"0,09","18,49","17,95","17,98","417,00"
,"2,82",14/10/21 14:00,,"0,09","18,79","18,01","18,30","417,00"
,"2,84",14/10/21 15:00,,"0,09","19,00","18,11","18,60","417,00"
,"2,29",14/10/21 16:00,,"0,09","18,72","18,04","18,25","417,00"
,"0,64",14/10/21 17:00,,"0,09","18,36","17,92","18,00","417,00"
,"0,64",14/10/21 18:00,,"0,09","18,19","17,79","17,83","417,00"
,"0,65",14/10/21 19:00,,"0,09","18,09","17,72","17,72","417,00"
,"0,65",14/10/21 20:00,,"0,09","17,84","17,62","17,61","417,00"
,"0,64",14/10/21 21:00,,"0,09","17,77","17,54","17,52","417,00"
,"0,65",14/10/21 22:00,,"0,09","17,67","17,45","17,42","417,00"
,"0,65",14/10/21 23:00,,"0,09","17,61","17,41","17,35","417,00"
,"0,65",15/10/21 00:00,,"0,09","17,52","17,34","17,32","417,00"
,"0,65",15/10/21 01:00,,"0,09","17,42","17,33","17,26","417,00"
,"0,65",15/10/21 02:00,,"0,09","17,37","17,29","17,21","417,00"
,"0,65",15/10/21 03:00,,"0,09","17,27","17,24","17,09","417,00"
,"0,65",15/10/21 04:00,,"0,09","17,20","17,17","17,05","417,00"
,"0,64",15/10/21 05:00,,"0,09","17,13","17,09","16,93","417,00"
,"2,59",15/10/21 06:00,,"0,09","17,15","17,09","16,95","417,00"
,"2,89",15/10/21 07:00,,"0,09","17,23","17,12","17,05","417,00"
,"4,35",15/10/21 08:00,,"1,54","17,73","16,83","16,46","417,00"
,"11,45",15/10/21 09:00,,"8,67","22,58","20,61","17,96","417,00"
,"9,79",15/10/21 10:00,,"8,62","23,74","22,19","19,15","417,00"
,"9,28",15/10/21 11:00,,"8,30","24,15","22,67","19,56","417,00"
,"9,73",15/10/21 12:00,,"6,98","24,19","22,54","19,82","417,00"
,"8,57",15/10/21 13:00,,"5,78","24,35","22,50","19,85","417,00"
,"8,33",15/10/21 14:00,,"5,55","24,96","22,78","20,47","417,00"
,"6,75",15/10/21 15:00,,"3,95","24,36","22,03","20,03","417,00"
,"2,57",15/10/21 16:00,,"0,11","20,82","17,75","17,19","417,00"
,"0,67",15/10/21 17:00,,"0,11","20,09","16,62","16,18","417,00"
,"1,92",15/10/21 18:00,,"1,35","20,14","17,15","16,00","417,00"
,"2,58",15/10/21 19:00,,"2,07","20,16","17,41","16,07","417,00"
,"2,46",15/10/21 20:00,,"1,88","20,04","17,55","16,03","417,00"
,"3,31",15/10/21 21:00,,"2,72","19,98","17,54","16,06","417,00"
,"2,74",15/10/21 22:00,,"2,28","20,23","17,75","16,22","417,00"
,"2,79",15/10/21 23:00,,"2,44","20,10","17,61","16,12","417,00"
,"3,15",16/10/21 00:00,,"2,71","20,17","17,78","16,09","417,00"
,"3,21",16/10/21 01:00,,"2,72","20,10","17,85","16,11","417,00"
,"3,20",16/10/21 02:00,,"2,74","20,13","17,85","16,17","417,00"
,"2,82",16/10/21 03:00,,"2,45","20,15","17,79","16,11","417,00"
,"3,32",16/10/21 04:00,,"2,97","20,06","17,87","16,11","417,00"
,"3,70",16/10/21 05:00,,"3,11","20,10","18,05","16,12","417,00"
,"3,52",16/10/21 06:00,,"2,91","20,17","18,01","16,17","417,00"
,"3,09",16/10/21 07:00,,"2,39","20,11","17,82","16,12","417,00"
,"2,72",16/10/21 08:00,,"2,17","20,16","17,70","16,14","417,00"
,"2,20",16/10/21 09:00,,"1,85","20,21","17,49","16,13","417,00"
,"2,14",16/10/21 10:00,,"1,80","20,32","17,40","16,20","417,00"
,"2,07",16/10/21 11:00,,"1,45","20,31","17,19","16,17","417,00"
,"1,66",16/10/21 12:00,,"1,12","20,40","17,19","16,12","417,00"
,"1,96",16/10/21 13:00,,"1,41","20,57","17,24","16,25","417,00"
,"1,40",16/10/21 14:00,,"0,84","20,47","16,61","16,11","417,00"
,"1,33",16/10/21 15:00,,"0,84","20,53","16,73","16,16","417,00"
,"2,23",16/10/21 16:00,,"1,62","20,51","17,11","16,20","417,00"
,"2,26",16/10/21 17:00,,"1,74","20,29","17,25","16,07","417,00"
,"2,71",16/10/21 18:00,,"2,11","20,20","17,32","16,16","417,00"
,"2,37",16/10/21 19:00,,"1,88","20,26","17,41","16,15","417,00"
,"2,69",16/10/21 20:00,,"2,20","20,10","17,36","16,09","417,00"
,"2,88",16/10/21 21:00,,"2,45","20,21","17,58","16,11","417,00"
,"3,06",16/10/21 22:00,,"2,53","20,16","17,70","16,11","417,00"
,"2,76",16/10/21 23:00,,"2,37","20,15","17,66","16,13","417,00"
,"2,96",17/10/21 00:00,,"2,58","20,18","17,70","16,13","417,00"
,"3,29",17/10/21 01:00,,"2,79","20,10","17,73","16,12","417,00"
,"3,00",17/10/21 02:00,,"2,67","20,14","17,80","16,10","417,00"
,"3,03",17/10/21 03:00,,"2,60","20,15","17,83","16,14","417,00"
,"3,05",17/10/21 04:00,,"2,85","20,18","17,82","16,18","417,00"
,"3,13",17/10/21 05:00,,"2,71","20,12","17,76","16,10","417,00"
,"3,44",17/10/21 06:00,,"3,05","20,10","17,87","16,09","417,00"
,"3,08",17/10/21 07:00,,"2,72","20,16","17,84","16,21","417,00"
,"2,42",17/10/21 08:00,,"1,97","20,10","17,48","16,11","417,00"
,"2,23",17/10/21 09:00,,"1,74","20,24","17,47","16,15","417,00"
,"1,82",17/10/21 10:00,,"1,36","20,33","17,30","16,14","417,00"
,"2,03",17/10/21 11:00,,"1,89","20,25","17,18","16,17","417,00"
,"1,62",17/10/21 12:00,,"1,38","20,42","17,24","16,14","417,00"
,"1,92",17/10/21 13:00,,"1,74","20,42","17,06","16,18","417,00"
,"1,16",17/10/21 14:00,,"0,98","20,46","16,81","16,15","417,00"
,"1,50",17/10/21 15:00,,"1,23","20,48","16,46","16,02","417,00"
,"1,82",17/10/21 16:00,,"1,40","20,42","17,10","16,14","417,00"
,"2,48",17/10/21 17:00,,"2,02","20,22","17,25","16,08","417,00"
,"2,41",17/10/21 18:00,,"2,15","20,25","17,42","16,12","417,00"
,"2,45",17/10/21 19:00,,"2,50","20,12","17,40","16,09","417,00"
,"2,71",17/10/21 20:00,,"2,74","20,21","17,50","16,16","417,00"
,"2,82",17/10/21 21:00,,"3,10","20,12","17,42","16,07","417,00"
,"2,80",17/10/21 22:00,,"2,69","20,10","17,60","16,07","417,00"
,"2,87",17/10/21 23:00,,"2,83","20,07","17,66","16,05","417,00"
,"2,82",18/10/21 00:00,,"2,87","20,12","17,78","16,11","417,00"
,"2,92",18/10/21 01:00,,"2,89","20,17","17,74","16,15","417,00"
,"2,88",18/10/21 02:00,,"2,71","20,11","17,79","16,09","417,00"
,"3,28",18/10/21 03:00,,"2,84","20,04","17,75","16,10","417,00"
,"4,47",18/10/21 04:00,,"4,15","20,50","18,39","16,46","417,00"
,"7,07",18/10/21 05:00,,"6,49","22,93","20,93","19,05","417,00"
,"7,72",18/10/21 06:00,,"5,09","23,17","20,84","19,34","417,00"
,"4,95",18/10/21 07:00,,"2,56","20,39","20,21","19,50","417,00"
,"7,44",18/10/21 08:00,,"4,62","22,74","19,80","18,54","417,00"
,"6,30",18/10/21 09:00,,"3,50","23,02","20,31","18,85","417,00"
,"4,38",18/10/21 10:00,,"3,01","23,08","20,44","18,83","417,00"
,"5,13",18/10/21 11:00,,"2,74","23,17","19,96","18,91","417,00"
,"5,20",18/10/21 12:00,,"2,55","23,17","19,88","18,93","417,00"
,"5,06",18/10/21 13:00,,"2,37","23,28","20,01","18,94","417,00"
,"5,11",18/10/21 14:00,,"2,37","23,34","20,12","18,98","417,00"
,"4,79",18/10/21 15:00,,"2,09","23,24","20,06","18,87","417,00"
,"2,88",18/10/21 16:00,,"0,11","21,22","17,78","17,48","417,00"
,"0,95",18/10/21 17:00,,"0,11","20,58","17,16","16,80","417,00"
,"0,66",18/10/21 18:00,,"0,11","20,14","16,64","16,35","417,00"
,"0,65",18/10/21 19:00,,"0,11","20,15","16,42","16,11","417,00"
,"0,65",18/10/21 20:00,,"0,11","20,00","16,22","15,96","417,00"
,"1,15",18/10/21 21:00,,"0,59","20,03","16,58","16,01","417,00"
,"1,66",18/10/21 22:00,,"1,11","20,07","16,86","16,09","417,00"
,"1,64",18/10/21 23:00,,"1,14","20,21","17,00","16,11","417,00"
,"2,19",19/10/21 00:00,,"1,72","19,95","17,00","16,07","417,00"
,"1,91",19/10/21 01:00,,"1,52","20,04","17,18","16,13","417,00"
,"2,08",19/10/21 02:00,,"1,84","19,86","17,09","16,07","417,00"
,"2,42",19/10/21 03:00,,"2,04","19,98","17,27","16,06","417,00"
,"3,83",19/10/21 04:00,,"3,28","20,26","17,73","16,36","417,00"
,"5,91",19/10/21 05:00,,"5,31","22,43","19,64","18,53","417,00"
,"6,59",19/10/21 06:00,,"4,06","22,77","20,17","18,82","417,00"
,"7,22",19/10/21 07:00,,"4,54","22,77","20,21","18,69","417,00"
,"7,03",19/10/21 08:00,,"4,15","22,80","20,25","18,58","417,00"
,"7,03",19/10/21 09:00,,"4,19","23,02","20,92","18,82","417,00"
,"4,62",19/10/21 10:00,,"3,40","23,12","20,66","18,92","417,00"
,"3,72",19/10/21 11:00,,"3,19","23,13","20,44","18,93","417,00"
,"5,62",19/10/21 12:00,,"2,88","23,24","20,40","18,95","417,00"
,"5,43",19/10/21 13:00,,"2,70","23,23","20,22","18,95","417,00"
,"5,43",19/10/21 14:00,,"2,76","23,26","20,34","18,96","417,00"
,"4,79",19/10/21 15:00,,"2,06","23,16","20,15","18,90","417,00"
,"2,73",19/10/21 16:00,,"0,11","21,28","17,94","17,55","417,00"
,"0,65",19/10/21 17:00,,"0,11","20,67","17,22","16,90","417,00"
,"0,65",19/10/21 18:00,,"0,11","20,28","16,75","16,54","417,00"
,"0,64",19/10/21 19:00,,"0,11","20,13","16,51","16,23","417,00"
,"0,66",19/10/21 20:00,,"0,11","20,14","16,36","16,10","417,00"
,"0,66",19/10/21 21:00,,"0,11","19,96","16,20","15,99","417,00"
,"1,16",19/10/21 22:00,,"0,62","20,04","16,49","16,01","417,00"
,"1,26",19/10/21 23:00,,"0,66","19,97","16,56","15,92","417,00"
,"1,67",20/10/21 00:00,,"1,08","20,11","16,97","16,08","417,00"
,"2,08",20/10/21 01:00,,"1,63","19,99","16,97","16,08","417,00"
,"1,93",20/10/21 02:00,,"1,36","20,03","17,02","16,06","417,00"
,"2,29",20/10/21 03:00,,"1,91","19,93","17,08","16,05","417,00"
,"3,51",20/10/21 04:00,,"3,00","20,33","17,58","16,40","417,00"
,"5,62",20/10/21 05:00,,"5,05","22,91","19,85","18,90","417,00"
,"7,10",20/10/21 06:00,,"4,66","22,89","20,35","18,80","417,00"
,"6,98",20/10/21 07:00,,"4,31","22,71","20,22","18,62","417,00"
,"6,48",20/10/21 08:00,,"3,66","22,94","20,54","18,79","417,00"
,"6,11",20/10/21 09:00,,"3,25","23,10","20,36","18,83","417,00"
,"4,46",20/10/21 10:00,,"3,11","23,17","20,34","18,91","417,00"
,"3,26",20/10/21 11:00,,"2,90","23,23","20,31","18,95","417,00"
,"4,87",20/10/21 12:00,,"2,25","23,38","20,07","19,02","417,00"
,"4,97",20/10/21 13:00,,"2,22","23,37","20,19","19,00","417,00"
,"5,20",20/10/21 14:00,,"2,43","23,38","20,21","19,00","417,00"
,"4,93",20/10/21 15:00,,"2,13","23,11","20,16","18,86","417,00"
,"2,28",20/10/21 16:00,,"0,11","21,43","17,98","17,64","417,00"
,"0,66",20/10/21 17:00,,"0,11","20,95","17,33","17,10","417,00"
,"0,66",20/10/21 18:00,,"0,12","20,66","16,95","16,77","417,00"
,"0,65",20/10/21 19:00,,"0,11","20,47","16,73","16,57","417,00"
,"0,65",20/10/21 20:00,,"0,11","20,31","16,59","16,40","417,00"
,"0,66",20/10/21 21:00,,"0,11","20,19","16,43","16,26","417,00"
,"0,65",20/10/21 22:00,,"0,11","20,08","16,31","16,11","417,00"
,"0,65",20/10/21 23:00,,"0,11","20,01","16,22","16,02","417,00"
,"0,67",21/10/21 00:00,,"0,11","20,04","16,11","16,00","417,00"
,"1,14",21/10/21 01:00,,"0,58","20,23","16,51","16,10","417,00"
,"0,65",21/10/21 02:00,,"0,11","19,96","16,08","15,92","417,00"
,"1,25",21/10/21 03:00,,"0,73","20,03","16,41","15,97","417,00"
,"2,78",21/10/21 04:00,,"2,23","20,51","16,94","16,54","417,00"
,"4,76",21/10/21 05:00,,"4,18","23,09","19,67","18,84","417,00"
,"6,08",21/10/21 06:00,,"3,23","22,89","19,96","18,71","417,00"
,"6,08",21/10/21 07:00,,"3,20","23,02","20,38","18,85","417,00"
,"5,95",21/10/21 08:00,,"3,30","23,07","20,53","18,86","417,00"
,"6,33",21/10/21 09:00,,"3,50","23,08","20,68","18,90","417,00"
,"4,28",21/10/21 10:00,,"3,05","23,07","20,47","18,91","417,00"
,"3,57",21/10/21 11:00,,"3,14","23,10","20,52","18,89","417,00"
,"5,49",21/10/21 12:00,,"2,99","23,17","20,61","18,95","417,00"
,"5,36",21/10/21 13:00,,"2,52","23,14","20,36","18,93","417,00"
,"5,49",21/10/21 14:00,,"2,61","23,17","20,53","18,93","417,00"
,"5,19",21/10/21 15:00,,"2,27","23,01","20,42","18,81","417,00"
,"2,66",21/10/21 16:00,,"0,11","21,26","18,11","17,63","417,00"
,"0,67",21/10/21 17:00,,"0,11","20,72","17,38","17,05","417,00"
,"0,66",21/10/21 18:00,,"0,11","20,43","16,95","16,71","417,00"
,"0,65",21/10/21 19:00,,"0,11","20,24","16,72","16,48","417,00"
,"0,66",21/10/21 20:00,,"0,11","20,11","16,54","16,28","417,00"
,"0,64",21/10/21 21:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",21/10/21 22:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",21/10/21 23:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 00:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 01:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 02:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 03:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 04:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 05:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 06:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 07:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 08:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 09:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 10:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 11:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 12:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 13:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 14:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 15:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 16:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 17:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 18:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 19:00,,"0,11","20,05","16,51","16,19","417,00"
,"0,64",22/10/21 20:00,,"0,11","20,05","16,51","16,19","417,00"
,"5,28",26/10/21 14:00,,"2,54","23,22","20,31","18,97","417,00"
,"4,91",26/10/21 15:00,,"2,06","23,02","20,00","18,85","417,00"
,"2,49",26/10/21 16:00,,"0,12","20,98","17,82","17,45","417,00"
,"0,66",26/10/21 17:00,,"0,12","20,33","17,14","16,75","417,00"
,"0,65",26/10/21 18:00,,"0,11","20,24","16,68","16,40","417,00"
,"0,65",26/10/21 19:00,,"0,11","20,16","16,49","16,26","417,00"
,"0,65",26/10/21 20:00,,"0,11","19,88","16,28","16,08","417,00"
,"1,19",26/10/21 21:00,,"0,68","19,87","16,34","15,98","417,00"
,"1,25",26/10/21 22:00,,"0,73","19,81","16,58","15,98","417,00"
,"1,59",26/10/21 23:00,,"1,01","19,84","16,67","15,99","417,00"
,"1,56",27/10/21 00:00,,"1,13","19,84","16,87","16,09","417,00"
,"2,31",27/10/21 01:00,,"1,67","19,98","17,08","16,11","417,00"
,"2,08",27/10/21 02:00,,"1,58","19,78","17,02","16,07","417,00"
,"2,35",27/10/21 03:00,,"1,81","19,87","17,18","16,10","417,00"
,"3,77",27/10/21 04:00,,"3,21","20,16","17,50","16,38","417,00"
,"6,90",27/10/21 05:00,,"6,32","22,42","19,78","18,64","417,00"
,"8,79",27/10/21 06:00,,"6,48","22,69","21,29","18,68","417,00"
,"6,80",27/10/21 07:00,,"4,06","22,68","20,92","18,72","417,00"
,"6,76",27/10/21 08:00,,"4,15","22,85","20,68","18,79","417,00"
,"6,05",27/10/21 09:00,,"3,32","22,96","20,65","18,85","417,00"
,"4,49",27/10/21 10:00,,"2,97","23,08","20,63","18,88","417,00"
,"4,29",27/10/21 11:00,,"2,89","23,14","20,73","18,95","417,00"
,"5,25",27/10/21 12:00,,"2,56","23,17","20,33","18,96","417,00"
,"5,13",27/10/21 13:00,,"2,35","23,26","20,44","18,97","417,00"
,"5,10",27/10/21 14:00,,"2,31","23,30","20,34","18,98","417,00"
,"4,50",27/10/21 15:00,,"1,76","23,15","20,05","18,87","417,00"
,"2,40",27/10/21 16:00,,"0,11","21,17","17,92","17,56","417,00"
,"0,66",27/10/21 17:00,,"0,11","20,48","17,18","16,85","417,00"
,"0,65",27/10/21 18:00,,"0,11","20,14","16,72","16,47","417,00"
,"0,64",27/10/21 19:00,,"0,11","20,21","16,53","16,25","417,00"
,"0,64",27/10/21 20:00,,"0,11","20,01","16,32","16,13","417,00"
,"0,65",27/10/21 21:00,,"0,11","19,78","16,15","15,96","417,00"
,"1,14",27/10/21 22:00,,"0,60","19,98","16,45","16,04","417,00"
,"1,71",27/10/21 23:00,,"1,31","19,97","16,78","16,03","417,00"
,"1,73",28/10/21 00:00,,"1,31","19,84","16,91","16,03","417,00"
,"1,94",28/10/21 01:00,,"1,36","19,86","16,85","15,97","417,00"
,"1,89",28/10/21 02:00,,"1,36","19,87","16,93","16,01","417,00"
,"2,63",28/10/21 03:00,,"2,11","19,86","17,03","16,09","417,00"
,"3,95",28/10/21 04:00,,"3,31","20,23","17,53","16,40","417,00"
,"5,62",28/10/21 05:00,,"5,05","22,74","20,22","18,94","417,00"
,"7,26",28/10/21 06:00,,"4,71","22,79","20,62","18,92","417,00"
,"7,24",28/10/21 07:00,,"4,50","22,49","20,46","18,63","417,00"
,"7,32",28/10/21 08:00,,"4,66","22,63","20,41","18,72","417,00"
,"6,61",28/10/21 09:00,,"3,91","23,00","20,92","18,85","417,00"
,"4,87",28/10/21 10:00,,"3,10","23,10","20,61","18,93","417,00"
,"3,96",28/10/21 11:00,,"2,52","23,06","20,10","18,94","417,00"
,"5,03",28/10/21 12:00,,"2,28","23,13","20,00","18,95","417,00"
,"5,31",28/10/21 13:00,,"2,50","23,17","20,19","18,95","417,00"
,"5,26",28/10/21 14:00,,"2,38","23,26","20,25","18,97","417,00"
,"4,77",28/10/21 15:00,,"1,89","23,12","20,06","18,89","417,00"
,"2,43",28/10/21 16:00,,"0,11","21,14","17,95","17,52","417,00"
,"0,65",28/10/21 17:00,,"0,11","20,43","17,18","16,78","417,00"
,"0,65",28/10/21 18:00,,"0,11","20,14","16,70","16,44","417,00"
,"0,64",28/10/21 19:00,,"0,11","20,19","16,49","16,29","417,00"
,"0,65",28/10/21 20:00,,"0,11","19,95","16,30","16,13","417,00"
,"0,66",28/10/21 21:00,,"0,11","19,71","16,08","15,93","417,00"
,"1,41",28/10/21 22:00,,"0,85","19,83","16,48","15,92","417,00"
